Phrase,Total Gematria Value
ויחי שרוג אחרי הולידו את־נחור מאתים שנה ויולד בנים ובנות,2956
ויחי נחור תשע ועשרים שנה ויולד את־תרח,3114
ויחי נחור אחרי הולידו את־תרח תשע־עשרה שנה ומאת שנה ויולד בנים ובנות,4711
ויחי־תרח שבעים שנה ויולד את־אברם את־נחור ואת־הרן,3446
ואלה תולדת תרח תרח הוליד את־אברם את־נחור ואת־הרן והרן הוליד את־לוט,4886
וימת הרן על־פני תרח אביו בארץ מולדתו באור כשדים,2940
ויקח אברם ונחור להם נשים שם אשת־אברם שרי ושם אשת־נחור מלכה בת־הרן אבי־מלכה ואבי יסכה,5191
ותהי שרי עקרה אין לה ולד,1442
ויקח תרח את־אברם בנו ואת־לוט בן־הרן בן־בנו ואת שרי כלתו אשת אברם בנו ויצאו אתם מאור כשדים ללכת ארצה כנען ויבאו עד־חרן וישבו שם,7840
ויהיו ימי־תרח חמש שנים ומאתים שנה וימת תרח בחרן,3629
ויאמר יהוה אל־אברם לך־לך מארצך וממולדתך ומבית אביך אל־הארץ אשר אראך,3095
ואעשך לגוי גדול ואברכך ואגדלה שמך והיה ברכה,1400
ואברכה מברכיך ומקללך אאר ונברכו בך כל משפחת האדמה,2193
וילך אברם כאשר דבר אליו יהוה וילך אתו לוט ואברם בן־חמש שנים ושבעים שנה בצאתו מחרן,4256
ויקח אברם את־שרי אשתו ואת־לוט בן־אחיו ואת־כל־רכושם אשר רכשו ואת־הנפש אשר־עשו בחרן ויצאו ללכת ארצה כנען ויבאו ארצה כנען,8133
ויעבר אברם בארץ עד מקום שכם עד אלון מורה והכנעני אז בארץ,2368
וירא יהוה אל־אברם ויאמר לזרעך אתן את־הארץ הזאת ויבן שם מזבח ליהוה הנראה אליו,3491
ויעתק משם ההרה מקדם לבית־אל ויט אהלה  בית־אל מים והעי מקדם ויבן־שם מזבח ליהוה ויקרא בשם יהוה,3918
ויסע אברם הלוך ונסוע הנגבה,707
ויהי רעב בארץ וירד אברם מצרימה לגור שם כי־כבד הרעב בארץ,2649
ויהי כאשר הקריב לבוא מצרימה ויאמר אל־שרי אשתו הנה־נא ידעתי כי אשה יפת־מראה את,4876
והיה כי־יראו אתך המצרים ואמרו אשתו זאת והרגו אתי ואתך יחיו,3539
אמרי־נא אחתי את למען ייטב־לי בעבורך וחיתה נפשי בגללך,2637
ויהי כבוא אברם מצרימה ויראו המצרים את־האשה כי־יפה הוא מאד,2190
ויראו אתה שרי פרעה ויהללו אתה אל־פרעה ותקח האשה בית פרעה,3965
ולאברם היטיב בעבורה ויהי־לו צאן־ובקר וחמרים ועבדים ושפחת ואתנת וגמלים,3332
וינגע יהוה ׀ את־פרעה נגעים גדלים ואת־ביתו על־דבר שרי אשת אברם,3766
ויקרא פרעה לאברם ויאמר מה־זאת עשית לי למה לא־הגדת לי כי אשתך הוא,3796
למה אמרת אחתי הוא ואקח אתה לי לאשה ועתה הנה אשתך קח ולך,3470
ויצו עליו פרעה אנשים וישלחו אתו ואת־אשתו ואת־כל־אשר־לו,3859
ויעל אברם ממצרים הוא ואשתו וכל־אשר־לו ולוט עמו הנגבה,2329
ואברם כבד מאד במקנה בכסף ובזהב,701
וילך למסעיו מנגב ועד־בית־אל עד־המקום אשר־היה שם אהלה כ אהלו ק בתחלה בין בית־אל ובין העי,3332
אל־מקום המזבח אשר־עשה שם בראשנה ויקרא שם אברם בשם יהוה,3321
וגם־ללוט ההלך את־אברם היה צאן־ובקר ואהלים,1389
ולא־נשא אתם הארץ לשבת יחדו כי־היה רכושם רב ולא יכלו לשבת יחדו,3566
ויהי־ריב בין רעי מקנה־אברם ובין רעי מקנה־לוט והכנעני והפרזי אז ישב בארץ,2743
ויאמר אברם אל־לוט אל־נא תהי מריבה ביני וביניך ובין רעי ובין רעיך כי־אנשים אחים אנחנו,2821
הלא כל־הארץ לפניך הפרד נא מעלי אם־השמאל ואימנה ואם־הימין ואשמאילה,2146
וישא־לוט את־עיניו וירא את־כל־ככר הירדן כי כלה משקה לפני ׀ שחת יהוה את־סדם ואת־עמרה כגן־יהוה כארץ מצרים באכה צער,5925
ויבחר־לו לוט את כל־ככר הירדן ויסע לוט מקדם ויפרדו איש מעל אחיו,2424
אברם ישב בארץ־כנען ולוט ישב בערי הככר ויאהל עד־סדם,2158
ואנשי סדם רעים וחטאים ליהוה מאד,966
ויהוה אמר אל־אברם אחרי הפרד־לוט מעמו שא נא עיניך וראה מן־המקום אשר־אתה שם צפנה ונגבה וקדמה וימה,4015
כי את־כל־הארץ אשר־אתה ראה לך אתננה ולזרעך עד־עולם,2999
ושמתי את־זרעך כעפר הארץ אשר ׀ אם־יוכל איש למנות את־עפר הארץ גם־זרעך ימנה,5057
קום התהלך בארץ לארכה ולרחבה כי לך אתננה,1992
ויאהל אברם ויבא וישב באלני ממרא אשר בחברון ויבן־שם מזבח ליהוה,2296
ויהי בימי אמרפל מלך־שנער אריוך מלך אלסר כדרלעמר מלך עילם ותדעל מלך גוים,3235
עשו מלחמה את־ברע מלך סדם ואת־ברשע מלך עמרה שנאב ׀ מלך אדמה ושמאבר מלך צביים כ צבויים  ק ומלך בלע היא־צער,4886
כל־אלה חברו אל־עמק השדים הוא ים המלח,1047
שתים עשרה שנה עבדו את־כדרלעמר ושלש־עשרה שנה מרדו,4543
ובארבע עשרה שנה בא כדרלעמר והמלכים אשר אתו ויכו את־רפאים בעשתרת קרנים ואת־הזוזים בהם ואת האימים בשוה קריתים,7498
ואת־החרי בהררם שעיר עד איל פארן אשר על־המדבר,2955
וישבו ויבאו אל־עין משפט הוא קדש ויכו את־כל־שדה העמלקי וגם את־האמרי הישב בחצצן תמר,4315
ויצא מלך־סדם ומלך עמרה ומלך אדמה ומלך צביים כ צבוים ק ומלך בלע הוא־צער ויערכו אתם מלחמה בעמק השדים,3391
את כדרלעמר מלך עילם ותדעל מלך גוים ואמרפל מלך שנער ואריוך מלך אלסר ארבעה מלכים את־החמשה,4732
ועמק השדים  בארת בארת חמר וינסו מלך־סדם ועמרה ויפלו־שמה והנשארים הרה נסו,4091
ויקחו את־כל־רכש סדם ועמרה ואת־כל־אכלם וילכו,2146
ויקחו את־לוט ואת־רכשו בן־אחי אברם וילכו והוא ישב בסדם,2331
ויבא הפליט ויגד לאברם העברי והוא שכן באלני ממרא האמרי אחי אשכל ואחי ענר והם בעלי ברית־אברם,3487
וישמע אברם כי נשבה אחיו וירק את־חניכיו ילידי ביתו שמנה עשר ושלש מאות וירדף עד־דן,4860
ויחלק עליהם ׀ לילה הוא ועבדיו ויכם וירדפם עד־חובה אשר משמאל לדמשק,2391
וישב את כל־הרכש וגם את־לוט אחיו ורכשו השיב וגם את־הנשים ואת־העם,4040
ויצא מלך־סדם לקראתו אחרי שובו מהכות את־כדר־לעמר  ואת־המלכים אשר אתו אל־עמק שוה הוא עמק המלך,5336
ומלכי־צדק מלך שלם הוציא לחם ויין והוא כהן לאל עליון,1346
ויברכהו ויאמר ברוך אברם לאל עליון קנה שמים וארץ,2046
וברוך אל עליון אשר־מגן צריך בידך ויתן־לו מעשר מכל,2583
ויאמר מלך־סדם אל־אברם תן־לי הנפש והרכש קח־לך,2339
ויאמר אברם אל־מלך סדם הרימתי ידי אל־יהוה אל עליון קנה שמים וארץ,2510
אם־מחוט ועד שרוך־נעל ואם־אקח מכל־אשר־לך ולא תאמר אני העשרתי את־אברם,4025
בלעדי רק אשר אכלו הנערים וחלק האנשים אשר הלכו אתי ענר אשכל וממרא הם יקחו חלקם,4177
אחר ׀ הדברים האלה היה דבר־יהוה אל־אברם במחזה לאמר אל־תירא אברם אנכי מגן לך שכרך הרבה מאד,3276
ויאמר אברם אדני יהוה מה־תתן־לי ואנכי הולך ערירי ובן־משק ביתי הוא דמשק אליעזר,3858
ויאמר אברם הן לי לא נתתה זרע והנה בן־ביתי יורש אתי,3225
והנה דבר־יהוה אליו לאמר לא יירשך זה כי־אם אשר יצא ממעיך הוא יירשך,2604
ויוצא אתו החוצה ויאמר הבט־נא השמימה וספר הכוכבים אם־תוכל לספר אתם ויאמר לו כה יהיה זרעך,3760
והאמן ביהוה ויחשבה לו צדקה,696
ויאמר אליו אני יהוה אשר הוצאתיך מאור כשדים לתת לך את־הארץ הזאת לרשתה,4970
ויאמר אדני יהוה במה אדע כי אירשנה,1066
ויאמר אליו קחה לי עגלה משלשת ועז משלשת ואיל משלש ותר וגוזל,4163
ויקח־לו את־כל־אלה ויבתר אתם בתוך ויתן איש־בתרו לקראת רעהו ואת־הצפר  לא בתר,5946
וירד העיט על־הפגרים וישב אתם אברם,1754
ויהי השמש לבוא ותרדמה נפלה על־אברם והנה אימה חשכה גדלה נפלת עליו,3051
ויאמר לאברם ידע תדע כי־גר ׀ יהיה זרעך בארץ לא להם ועבדום וענו אתם ארבע מאות שנה,3823
וגם את־הגוי אשר יעבדו דן אנכי ואחרי־כן יצאו ברכש גדול,2169
ואתה תבוא אל־אבתיך בשלום תקבר בשיבה טובה,2706
ודור רביעי ישובו הנה כי לא־שלם עון האמרי עד־הנה,1839
ויהי השמש באה ועלטה היה והנה תנור עשן ולפיד אש אשר עבר בין הגזרים האלה,3538
ביום ההוא כרת יהוה את־אברם ברית לאמר לזרעך נתתי את־הארץ הזאת מנהר מצרים עד־הנהר הגדל נהר־פרת,6531
את־הקיני ואת־הקנזי ואת הקדמני,1771
ואת־החתי ואת־הפרזי ואת־הרפאים,2282
ואת־האמרי ואת־הכנעני ואת־הגרגשי ואת־היבוסי,2703
ושרי אשת אברם לא ילדה לו ולה שפחה מצרית ושמה הגר,3309
ותאמר שרי אל־אברם הנה־נא עצרני יהוה מלדת בא־נא אל־שפחתי אולי אבנה ממנה  וישמע אברם לקול שרי,4930
ותקח שרי אשת־אברם את־הגר המצרית שפחתה מקץ עשר שנים לשבת אברם בארץ כנען ותתן אתה לאברם אישה לו לאשה,8996
